"","Class","Chain.length","RI","S_Nu_Me_136","S_Nu_Me_137","S_Nu_Me_138","S_Nu_Me_139","S_Nu_Me_140","S_Nu_Me_141","S_Nu_Me_142","S_Nu_Me_143","S_Nu_Me_144","S_Nu_Me_145","S_PF_Me_176","S_PF_Me_177","S_PF_Me_178","S_PF_Me_179","S_PF_Me_180","S_PF_Me_181","S_PF_Me_182","S_PF_Me_183","S_PF_Me_184","S_PF_Me_185","S_Nu_Ma_026","S_Nu_Ma_027","S_Nu_Ma_028","S_Nu_Ma_029","S_Nu_Ma_030","S_Nu_Ma_041","S_Nu_Ma_042","S_Nu_Ma_043","S_Nu_Ma_044","S_Nu_Ma_045","S_PF_Ma_016","S_PF_Ma_017","S_PF_Ma_018","S_PF_Ma_019","S_PF_Ma_020","S_PF_Ma_031","S_PF_Ma_032","S_PF_Ma_033","S_PF_Ma_034","S_PF_Ma_035","S_Nu_Li_086","S_Nu_Li_087","S_Nu_Li_088","S_Nu_Li_089","S_Nu_Li_090","S_Nu_Li_056","S_Nu_Li_057","S_Nu_Li_058","S_Nu_Li_059","S_Nu_Li_060","S_PF_Li_076","S_PF_Li_077","S_PF_Li_078","S_PF_Li_079","S_PF_Li_080","S_PF_Li_046","S_PF_Li_047","S_PF_Li_048","S_PF_Li_049","S_PF_Li_050","S_Nu_Ib_095","S_Nu_Ib_097","S_Nu_Ib_098","S_Nu_Ib_099","S_Nu_Ib_100","S_Nu_Ib_131","S_Nu_Ib_132","S_Nu_Ib_133","S_Nu_Ib_134","S_Nu_Ib_135","S_PF_Ib_091","S_PF_Ib_092","S_PF_Ib_093","S_PF_Ib_094","S_PF_Ib_096","S_PF_Ib_121","S_PF_Ib_122","S_PF_Ib_123","S_PF_Ib_124","S_PF_Ib_125","S_Nu_Ru_146","S_Nu_Ru_147","S_Nu_Ru_148","S_Nu_Ru_149","S_Nu_Ru_150","S_Nu_Ru_151","S_Nu_Ru_152","S_Nu_Ru_153","S_Nu_Ru_154","S_Nu_Ru_155","S_PF_Ru_206","S_PF_Ru_207","S_PF_Ru_208","S_PF_Ru_209","S_PF_Ru_210","S_PF_Ru_216","S_PF_Ru_217","S_PF_Ru_218","S_PF_Ru_219","S_PF_Ru_220","S_Nu_Ca_358","S_Nu_Ca_360","S_Nu_Ca_361","S_Nu_Ca_362","S_Nu_Ca_364","S_Nu_Ca_365","S_Nu_Ca_366","S_Nu_Ca_367","S_Nu_Ca_368","S_Nu_Ca_369","S_PF_Ca_370","S_PF_Ca_371","S_PF_Ca_372","S_PF_Ca_375","S_PF_Ca_376","S_PF_Ca_377","S_PF_Ca_379","S_PF_Ca_380","S_PF_Ca_381","S_PF_Ca_383"
"13-MeC26","Methyl",26,2630,0.0394658568594709,0.23881002015403,0.0314795969412787,0.0376150599339686,0.0349937084603187,0.0323658971438133,0.0625240653943816,0.0315552744242166,0.0438038965840231,0.0498611763186132,0,0,0,0,0,0,0,0,0,0,0.0358678940466438,0.0383503550390836,0.0513577836246971,0.295881141731334,0.205271790716288,0.0178329799684769,0.0310749135111998,0.0368811663828627,0.0307738396198111,0.0286733915037967,0,0,0,0,0,0,0,0,0,0,0.052443127078658,0.0289445932268188,0.0621767890800637,0.0327140703345663,0.0366459713918514,0.038123171031439,0.0318398803939729,0.0478913685513663,0.0316421635054432,0.030529948728663,0,0,0,0,0,0,0,0,0,0,0.0286745055111732,0.0238666198285728,0.235592169665342,0.01915189672501,0.0498956490479673,0.0309438724740608,0.150974043812763,0.0271009230197377,0.182626966696312,0.0311484963424429,0,0,0,0,0,0,0,0,0,0,0.222610205228764,0.048792345283799,0.185404562450243,0.183003108125564,0.0404441904989244,0,0.0519643630557078,0.0343506071156741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C27:2_1","Alkadiene",27,2643,0.0397139940962991,0.176166513381225,0.0549507982552437,0.018813237125883,0.0176501933280545,0.0222747491056517,0.0196793596872459,0.0197257582915707,0,0.0196291756845141,0,0,0,0,0,0,0,0,0,0,0.0196393934510747,0.0168219744871747,0.0403780888743508,0.247346134446702,0.266648352574581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694256283334551,0.0193442360046129,0.0352607201355923,0.0325923899110289,0.0230888384555891,0.0454751294021945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804823296938566,0.399725840935083,0.0134692116794396,1.22167661484734,0.0165453452981479,0.214638276195384,0.0145270214093501,0.326099041117421,0.01235174390078,0.019103284027867,0.0346654645427604,0.0168700132463691,0.0405903422838634,0.0337820080789488,0.0745352872586252,0.0291256330282752,0.0202551803307162,0.035217725594128,0.0989871677033856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C27:2_2","Alkadiene",27,2649,0.0294532016465515,0.015735643977386,0.0104588079143032,0,0.0620959993378506,0.0503583530976379,0,0.0659916418079915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-MeC26","Methyl",26,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125395564638026,0,0.00701259018116916,0.0613030604013478,0.0161827715708371,0,0.00897847920395352,0,0.0173633436898572,0.108406265362499,0.0343266807024954,0.0278178128484426,0.0435973693889934,0.024952224404444,0.0681702026750254,0.0307993794553256,0,0,0.0722033771066925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9-C27:1","Alkene",27,2671,2.57945258247449,0.795973000490856,2.04916465211838,0.801881729428173,2.28808747386566,2.87198693544217,0.515909143751449,2.05858790803416,0.72693249848884,0.498913421998448,2.29750859032942,2.18678152106476,2.69778539076528,2.34510855507493,2.17679789468428,2.19941014244472,3.14709944330285,3.05921094564036,2.07412767202769,2.57223518054591,0.217761299853929,0.16279003125894,0.188994217196695,0.354350098247336,0.5139079708434,0.134814882484251,0.249646323545121,0.168897985040097,0.211840369283349,0.180317750325568,2.000136360561,1.20438459092885,1.72879049413665,1.73861729369418,1.62165445212126,0.215419552558759,1.04185962924505,1.85625070444098,2.16712355882434,2.03462816307636,0.154080459301159,0.215687679980712,0.168554815922816,0.192039331196874,0.248038339266291,0.992944987941749,0.502067637604368,0.229148396708322,0.305713602054293,0.492360082520315,1.48460869168081,0.706816027516823,1.00551830682138,1.48118902098725,1.46350558361963,1.53553881884345,1.39673195978454,1.10651697655938,1.08500345824259,1.49887525613025,0.388122648050423,0.345532044480998,0.412645095606631,0.292931520071067,0.302038138109708,0.490393538654932,0.25570278995469,0.282730443447593,0.301762457343986,0.356961912402254,1.57165079168451,1.07581746123228,1.94151935676238,0.768336978383031,1.49009078349536,1.48346720228907,0,1.29527204254225,1.49740732435429,1.30619615554864,0.158336248564251,0.190801352429074,0.16091259704763,0.152160335670885,0.299949301415763,1.21236801084432,0.307989177346579,0.38205975627626,0.293875046813542,0.3468387474838,1.14388415013604,1.51616416333295,1.60848940401624,1.42358744841345,1.53265133199661,0.621157134233741,0,1.15182812195643,0,0,0.0502969237613628,0.100699754878111,0.0731372331528606,0.500827489186768,0.0861314547908143,0.248018071452675,0.0377564507989781,0.0756176791540859,0,0.83920555195317,0.461445750770755,0.703303711343273,1.17408482145233,0.930237954726383,1.1271621950099,0.55572963915525,0.513018945291068,0.483625022615859,0.554894733241279,0.443998003837587
"7-C27:1","Alkene",27,2678,2.30564169528195,0.281925145023748,1.37222727648781,0.464418596885961,2.13237199925157,1.22192040918411,0.295342356418771,0.694651545986253,0.360297361518513,0.197463140105292,1.37618186934473,1.47911160998279,1.4445860906835,1.12156642579502,1.23339286783509,1.67371967622034,2.08505228149169,2.57910252715978,1.19660421798688,1.65843244480632,0.053303840501818,0.0451835483721313,0.0395092287543052,0.0763294641879903,0.087907878417419,0.0383204291622949,0.0554644167417488,0.0402984616369286,0.0559363942630742,0.0516935131289343,0.613206920835112,0.545596809027052,0.571913746466826,0.410351877977006,0.558228759393593,0,0.245475565718603,0.400936823082059,0.358038172202561,0.396367659658363,0.0473916409217925,0.0667514775288024,0.0429438083175325,0.0615552590852052,0.0808000353644764,0.291995452678697,0.166383418786084,0.0700954429036642,0.0989939428931612,0.151179502712739,0.70489162027262,0.214992453654542,0.320194926270401,0.411668361674823,0.529722153954515,0.2843790667934,0.37468826429737,0.390287987832114,0.314712635985874,0.472345694009266,0.314269858842776,0.473575630183774,0.156489428800127,0.320928404826934,0.635666514917679,0.363870057525893,0.150596034694272,0.294427345646143,0.117733541043484,0.308521866450653,0.491738616428578,0.593038505797312,1.09492646799927,0.460968474041846,0.680177918806377,0.731228517545849,1.84689993877191,0.763607422636211,1.01528161693507,0.621583845640204,0.0560224305966185,0.0551530313540523,0.0700931104306278,0.0595567424049998,0.0844783097106245,0.285374642275214,0.0738471843251837,0.106950705431316,0.0872444885675726,0.101013761525102,0.453203752500554,0.474961044390392,0,0.525850774510412,0.142083874777926,0.196450017722775,1.52667014762791,0,1.93199479819867,3.84567630597527,0,0.0459261654779974,0.035655491090106,0.134717938299603,0.052038087475053,0,0,0.0391635513644819,0,0.239067803599335,0.130496826217266,0.208576588454788,0.348356264633336,0.327817263290715,0.260800277170462,0.195005446606856,0.138106308959247,0.133606172057576,0.170868894588545,0.133943349510253
"C27","Alkane",27,2700,18.9266936036704,21.8592958015276,16.6657201696054,13.0661029716814,21.5737583258038,17.6806415923479,17.5192754979402,24.8443818747451,18.6835641599333,23.9543279034855,23.1489257463839,11.2894003315095,18.1185849063428,14.1696344973378,15.5425713236023,10.7030650991518,13.0410768272815,13.5339773144749,15.1358505355292,12.4519491748572,8.50985732482212,8.24809074836311,7.2461780677756,14.628595770256,17.6476408690402,10.4558298738218,6.55612730427043,8.88257998043242,7.76221311090429,11.1064279830487,8.48671703448611,10.1387775451843,10.7236284852778,12.546797640542,12.2655301187413,14.9530637574747,14.8186165870914,13.5825239546178,12.8740225112604,9.39353388015484,11.4327551031212,10.5670897474083,11.9720008738603,12.5348475097217,8.13761477523451,12.6709243652675,12.5885829507424,11.7896876835632,7.90204874048896,8.01647043487856,13.4722231569084,14.3409660080414,11.8569402331719,8.84066493339166,8.67788202606636,13.5939019161189,12.509873241658,18.3281511405514,10.2507179432104,10.1980601813063,12.2874908253391,21.0660981709824,18.0533540722865,18.7463969301498,10.5415260757998,12.5996212565859,18.2813616181141,13.4550844038526,19.2888267684559,13.4396267953802,21.5027443927903,15.9592220683851,18.2796656184088,12.1491335377092,21.9945029002476,22.1547234500281,18.5415775520761,25.7347559996322,15.2907977521667,18.3199481895363,15.0413122517122,9.78494008279772,13.7151363135406,14.1091603736765,9.5617105983506,20.520869474148,10.363912018418,17.4949225615485,9.66627789183192,12.9021772425764,13.6286323504103,15.4085896516412,5.76518745990514,14.5222885353809,18.2054922679558,12.370407113846,8.56864698914812,8.79838158431871,10.4380221556842,10.1736408219621,7.77483370400839,7.75491910471497,10.7663023550276,15.6524575362567,13.4224378650388,23.2381102998085,11.1660342041989,12.9439712854416,14.0850623822132,12.5273175683066,18.4285759561515,12.5871338968146,10.400486546343,8.91546865380429,12.8277635178234,8.7728901644274,18.725808418687,10.9854970693534,18.480009527128,16.3186149884259
"13-; 11-MeC27","Methyl",27,2727,0.53425722989228,8.03045421293331,0.284030595195788,0.597294097155337,0.456449919748223,0.478692304317652,1.26447897219863,0.535239728896345,0.794459019750896,1.22641279899353,0.461336935968497,0.322553903856094,0.475926143073974,0.457117957242964,0.397118045343015,0.269252484503699,0.395072660784745,0.252006166225404,0.29031549480678,0.225870145678539,1.11361048800375,1.33312386685179,2.25557331311602,11.2567616913261,0,0.688444016861994,0.658617111935413,1.31984057185949,0.764791485806286,0.878134975306298,0.257103357854278,0.211620028305999,0.215730000920007,0.324048657427269,0.28811467592099,0.211046539562491,0.50246728039566,0.452498730888876,0.384684499842463,0.290468890121293,2.39767813405005,0.801280661843917,2.75987334556867,1.07312417483114,0.795492565376747,0.35668516890058,0.444438990254553,2.29628980795316,0.602973911376611,0.560467427113213,0.389499322575834,0.419318770332973,0.279218365047528,0.728229844719918,0.3675250736012,0.34809707868975,0.264644163247969,0.357530994616528,0.234763763798675,0.445597852008314,1.06530844865432,0.209490251737233,9.61832016785379,0.249983096291608,0.646937715766044,0.647100119255848,7.33535600873966,0.74644037338995,7.45090483612079,0.922192615336991,0.253173171762659,0.324711857202894,0.319298150258519,0.34442480899425,0.28666320834193,0.412987087273215,0.0438244614910981,0.298221259410516,0.239864426616679,0.522320414441725,9.99129716334887,1.07694788031669,9.57074770092287,10.0874712275315,0.0705866527558678,0.387111539422944,0.954691352900917,0.7545190488702,0.482874064696124,1.39200029077584,0.251510692461551,0.393676098276283,0.236380074819947,0.177280803118925,0.205229097856791,0.264544833893586,0.357611366038522,0.379962438614,0.35144558346123,0.455949038381376,0.547683987778004,0.5976459425252,0.788472083558069,0.120697852514551,0.211158847090821,10.2168773594263,0.999535362320215,0.197532148558295,4.77730633611566,0.202422371164132,0.383799865117125,0.171159513763988,0.335358834559103,0.187433116704475,0.233507105707422,0.201709827728688,0.186766408202299,0.178946306714384,0.237876243209029,0.208758649198952
"7-MeC27","Methyl",27,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398806655103572,0.0419373480014301,0.0740443638660497,0.34751707678998,0.318570474933251,0,0,0.0515680155799759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478184997326688,0,0.382280038618976,0,0.0261053306515106,0.0273341442846382,0.301118104196505,0.03492502321504,0.313149838101604,0.0450736292099663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-MeC27","Methyl",27,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223458904077816,0.0226895674013011,0.0289951358681318,0.177274449958744,0.155941205648653,0,0,0.0263419731934792,0,0.0190708399675412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143436556405693,0.153166369781244,0,0,0.0266161688995077,0.126518173710693,0.0208678108994012,0.131622426222054,0,0,0,0,0,0,0,0,0,0,0,0.162210327362254,0,0.194533272381809,0.168621578644223,0.032805100959649,0,0.0194968503731041,0,0,0.0467025559687607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11, 15-DiMeC27","Dimethyl",27,2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478631817644844,0.0423224320689893,0.0612580212737188,0.457675183211279,0.361648756581708,0.021701608999948,0,0.0504768501503115,0.0372006898570827,0.0363834229113888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264607100241984,0.492693389420144,0.0745212130754455,0.596864449170806,0.0227271844542006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x, x-DiMeC27","Dimethyl",27,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362958441317847,0.0546295277263123,0.0671402973704751,0.343025457466337,0.288299709749005,0.0184019055655526,0,0.0303234978211058,0,0.0196552210451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"y, y-diMeC27","Dimethyl",27,2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391963547235589,0.0437571007983713,0.0669928613208389,0.32334588128512,0.297995387420289,0,0,0.0432265862196574,0,0.0268471680229624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z, z-diMeC27","Dimethyl",27,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587508643978258,0.0590016667416761,0.0885821849747391,0.414729677345912,0.402927773554023,0.0315543238671396,0,0.0598895818004218,0.0279502675482945,0.0377370120846967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C28:1_1","Alkene",28,2772,0.112418285950266,0.293957267798125,0.11448881788316,0.0702363558315702,0.091626805097932,0.106552621060554,0.106427441164948,0.0825847284948385,0.0703643264291835,0.100651356549342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111554418515216,0.075759551157151,0.38555968492759,0.0364220881757317,0,0.0971438668946176,0.289178770660306,0.086790731608179,0.317738155731151,0.10718560315724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-MeC27","Methyl",27,2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177727169270313,0.0390845878328707,0.0538577973198088,0.0806523041544919,0.105083504571415,0.167813028402214,0.416185812290153,0.712155154753805,0.211798502682877,1.43618411140533,0.0731917686039241,0.0258496769060903,0.0943818523487728,0.0331922691542227,0.0364591212871622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274283324767818,0.0510794526115949,0.0422481865340299,0.0200980379942477,0.0725841995299253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C28:1_3","Alkene",28,2781,0.206550197617715,0.278761608240278,0.0880669625227758,0.203249969346295,0.127839435345664,0.102696677029025,0.212885305204684,0.0882297431833694,0.144183003092418,0.108296741302772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196349191271222,0.132167293196947,0.235429850277457,0.193605035840285,1.20726158557762,0.18383945868546,0.194910212597492,0.173336867904201,0.194894817522606,0.171775263393763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5, 17-diMeC27","Dimethyl",27,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525262115406753,0.0564822165279644,0.0610412943673703,0.302496140786221,0.339813155937876,0.0450777555905854,0,0.0755299343371512,0.169250153215922,0.0793918142670017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C28","Alkane",28,2800,0.589538006824061,0.864024925249103,0.670564925911182,0.723169259732438,0.536877640018505,0.543722211432668,0.749030386324934,0.611637015543065,0.899481533360926,0.797249339728983,0.878498146653078,1.6083497689474,0.511541418901983,1.10686427349657,0.494412815982758,1.3673163310786,0,0,0.323199762199707,0.377951281957131,0.380738263783518,0.324588205783191,0.310676907782638,0.844847851264493,0.872358959739334,0.406177785855591,0.269268953862814,0.399011734204712,0.353550895663419,0.428689831507012,0.110644991785598,0.346135542024098,0.3664965573222,0.363234254207245,0.435555842570418,0,0.470260113150393,0.522377467997233,0.502154502737748,0.462550826874709,0.520512611543793,0.488021110410585,0.636350750460977,0.568048404899064,0.38045294542591,0.752818478329329,0.614466196510379,0.509675686257499,0.35830431107834,0.41955895131232,0.956502112430404,0.71000401987813,0.698156004453499,0.534835078515574,0.358535905077326,0.29610878872842,0.459042996909074,0.642707185855882,0.470580853401662,0.528446900460117,1.04220674078541,1.58883885763514,1.00933381438246,0.72702820842913,1.33550730347767,1.21092484870488,1.05292597424942,0.993145184008253,1.303091226308,1.09338241847471,0.788570577934042,0.80049017293628,0.735792829714148,0.769879047874399,0.84225562153725,0.671528237945797,1.08157383128304,0.949502131526281,1.39941450681995,1.0459916492923,0.947369546161605,0.292362176637819,1.08539684354903,1.07794799471891,0.47758262266914,0.443653780125629,0.0480054465313943,0.649187639113286,0.328332522137449,0.444676647578351,0,0,0,0,0,0,0,0,0,0,0.27236452841153,0.279903079560233,0.356555033652229,0.315439479317569,0.438688136595439,0.892748034535517,0.394569737579939,0.485999684150292,0.608577761386511,0.164806977523916,0.568148175866456,0.331502808606463,0.140033319932014,0.161791703108088,0.342447696008083,0.709941427683852,0.34394735806975,0.225427868802934,0.283844182410583,0.376216300842324
"14-; 13-MeC28","Methyl",28,2830,0.0294812657562321,0.845066303196186,0,0.0370900013152877,0.0241535014999714,0.0196178463328913,0.122648069941379,0.050489019421642,0.0378903876031119,0.118618712252024,0,0,0,0,0,0,0,0,0,0,0.102364211898503,0.124974590848628,0.239440458260121,1.17956678299419,0.972328335596718,0.057236211077147,0.0457039178950888,0.13712948918436,0.0631702887710132,0.0802496266193536,0,0,0,0,0,0,0,0,0,0,0.245978778532041,0.0703689862941903,0.314532552151019,0.0981315901908687,0.0725799891191703,0,0.0221023158565096,0.266182942465566,0.0333749641981014,0.0381263412675683,0,0,0,0,0,0,0,0,0,0,0.127306287245289,0.00969970103830601,1.07431609295726,0.0122492061131389,0.0438625819042318,0.0591329872092882,0.934359507436844,0.072164426873012,0.943983990239511,0.0734290074495383,0,0,0,0,0,0,0,0,0,0,1.41488308396596,0.0317111134359423,1.37910989798888,1.30047633468396,0.0632958902128327,0,0.0938509506910502,0.0293980879079292,0.0317458474415458,0.0315898124247228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C29:2_1","Alkadiene",29,2847,0.0556317208635794,0,0.0451238662584682,0.0387439676705707,0.0711361582384566,0.0835028115534355,0,0.0629705894868206,0.0247672444983471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736521160629417,0.0436778813162965,0.0819578929600009,0.108762808877243,0.0343848543272627,0,0.0711986694594724,0.151483708832386,0.113922536222345,0.157718548413737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189625007715366,0.0524759450794813,0,0.0231155543700968,0,0.0390394739848499,0.0487094314133503,0.0263210490309228,0.0377834437845901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C29:2_2","Alkadiene",29,2853,0.217523732916878,0.103067940750094,0.0422190551303399,0.0700863209654109,0.232615124470315,0.283784403790027,0.0799084776933099,0.189856528004682,0.0586285088990212,0.087258998732347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
