"","Class","Chain.length","RI","S_Nu_Me_136","S_Nu_Me_137","S_Nu_Me_138","S_Nu_Me_139","S_Nu_Me_140","S_Nu_Me_141","S_Nu_Me_142","S_Nu_Me_143","S_Nu_Me_144","S_Nu_Me_145","S_PF_Me_176","S_PF_Me_177","S_PF_Me_178","S_PF_Me_179","S_PF_Me_180","S_PF_Me_181","S_PF_Me_182","S_PF_Me_183","S_PF_Me_184","S_PF_Me_185","S_Nu_Ma_026","S_Nu_Ma_027","S_Nu_Ma_028","S_Nu_Ma_029","S_Nu_Ma_030","S_Nu_Ma_041","S_Nu_Ma_042","S_Nu_Ma_043","S_Nu_Ma_044","S_Nu_Ma_045","S_PF_Ma_016","S_PF_Ma_017","S_PF_Ma_018","S_PF_Ma_019","S_PF_Ma_020","S_PF_Ma_031","S_PF_Ma_032","S_PF_Ma_033","S_PF_Ma_034","S_PF_Ma_035","S_Nu_Li_086","S_Nu_Li_087","S_Nu_Li_088","S_Nu_Li_089","S_Nu_Li_090","S_Nu_Li_056","S_Nu_Li_057","S_Nu_Li_058","S_Nu_Li_059","S_Nu_Li_060","S_PF_Li_076","S_PF_Li_077","S_PF_Li_078","S_PF_Li_079","S_PF_Li_080","S_PF_Li_046","S_PF_Li_047","S_PF_Li_048","S_PF_Li_049","S_PF_Li_050","S_Nu_Ib_095","S_Nu_Ib_097","S_Nu_Ib_098","S_Nu_Ib_099","S_Nu_Ib_100","S_Nu_Ib_131","S_Nu_Ib_132","S_Nu_Ib_133","S_Nu_Ib_134","S_Nu_Ib_135","S_PF_Ib_091","S_PF_Ib_092","S_PF_Ib_093","S_PF_Ib_094","S_PF_Ib_096","S_PF_Ib_121","S_PF_Ib_122","S_PF_Ib_123","S_PF_Ib_124","S_PF_Ib_125","S_Nu_Ru_146","S_Nu_Ru_147","S_Nu_Ru_148","S_Nu_Ru_149","S_Nu_Ru_150","S_Nu_Ru_151","S_Nu_Ru_152","S_Nu_Ru_153","S_Nu_Ru_154","S_Nu_Ru_155","S_PF_Ru_206","S_PF_Ru_207","S_PF_Ru_208","S_PF_Ru_209","S_PF_Ru_210","S_PF_Ru_216","S_PF_Ru_217","S_PF_Ru_218","S_PF_Ru_219","S_PF_Ru_220","S_Nu_Ca_358","S_Nu_Ca_360","S_Nu_Ca_361","S_Nu_Ca_362","S_Nu_Ca_364","S_Nu_Ca_365","S_Nu_Ca_366","S_Nu_Ca_367","S_Nu_Ca_368","S_Nu_Ca_369","S_PF_Ca_370","S_PF_Ca_371","S_PF_Ca_372","S_PF_Ca_375","S_PF_Ca_376","S_PF_Ca_377","S_PF_Ca_379","S_PF_Ca_380","S_PF_Ca_381","S_PF_Ca_383"
"C29:2_3","Alkadiene",29,2860,0.126227497910973,0.146473040512788,0.0679661211984833,0.0878906275173178,0.154164205350154,0.124621335082893,0.126217585073816,0.100993147103328,0.0997315794766487,0.103877154704914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155775665300183,0.0934438699535843,0.171887990713188,0.0512103911940767,0.197547933569732,0.130331914065167,0.0438320050988657,0.110388705285269,0.0731824303109387,0.171303879107839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-MeC28","Methyl",28,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125853163450618,0.0407142092376445,0.0463812547483994,0.05249572482938,0.0710344373479994,0.0654680802519568,0.0502252028377575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411034384148466,0.0779552187606052,0.0800395935386554,0.0985544415554561,0.111172001409877,2.69624037811205,0,0,0.12430529804854,2.68720234982023,0.17307140062811,0,0.20183868004549,0.166083183990278,0.051061898411213,0.0442176997180995,0.0633044687740028,0.0676349360957179,0.0335782198551762,0.0716651811699248,0.305487772870274,0.183545319756074,0.378046019571636,0.121794435233443,0.105714563604855,0.109121490272412,0.0890971380497924,0.0564161798654094,0.0796868512338308,0.0937261980166663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10-; 9-; 8-; 7-C29:1","Alkene",29,2875,5.54480502266833,2.48287860213953,2.1263883795902,5.15320762956731,4.22277248972723,4.86667353764975,4.30503735365268,4.04058277976298,4.72717043363154,4.44944590955299,3.14352103144064,2.72002823001145,2.70412813779854,3.42104448353235,3.01159732434803,2.74836273136135,3.24936259113163,4.07880846712962,3.33432015131389,2.54722480682427,0.765263167209863,0.564660670953893,0.611273630560323,0.560328002614878,0.831188690097917,0.685736599314281,0.859256974319758,0.733878998696258,0.920784931222147,0.867721835712287,0.666790352586873,7.24588424095724,3.74689163609975,4.23347611499808,11.2966395151909,0.363078313940728,0.446074398396053,1.14652428399218,0.529802403315245,0,0.717264376437714,0.678379479171114,0.523489327035313,0.517939541086776,0.82929244701335,0.428503993320874,1.45951574855781,0.823806649294741,0.949686181508346,1.62596994360617,2.88680314529341,0.348811480650864,0.329678652995625,0.439617305223094,0.476884231405017,0.997646849945566,0.558619418344176,0.943603608130152,0.564263731328141,0.784868108960927,7.5026411296786,5.47951137256933,1.87995872163516,3.09056436267282,6.95787650651096,6.32201007243988,1.4219300813829,6.87668592082623,1.48981346667376,7.67312043657177,2.06595968334593,2.17969011983722,4.32471992588604,1.89709310805989,3.18454822522645,2.41024002198648,5.69284717306561,4.58079384739408,2.45935321227713,4.77001915725445,0.484796843612269,0.575927787438864,0.654016577524632,0.657569310234165,0.730262489445233,0.869975539971161,0.62227603439014,0.777342199224299,0.689526424630051,0.733632925534346,0.824713790386417,1.65735062115775,1.53520982146251,1.12047374185414,1.45813531126163,0.618279580849911,0.508108834775046,0.516751570428317,0.747690903691441,0.592560380686306,0.630881309823524,0.786573063989447,0.573647881697687,0.292125648928219,0.922842270423021,0.613639301811492,0.493440846148731,0.768347975132767,0.759916354009407,0.469136123978887,2.01811349006391,0.594414747878276,0,0.552834631176626,1.01028246322541,0.560323979908208,0.597498977199825,0.656355165648882,0.932624501214747,0.844726884342227
"C29","Alkene",29,2900,8.88158324583079,7.41264109092256,12.1325421113616,16.4792213157979,9.0532492496514,8.48064307755768,14.1375254187014,10.7377591376936,16.465983733345,14.7771734560122,8.70843142160439,5.41564287204882,7.98418255067651,6.48955281029058,8.74706570448,8.48070896871322,9.90719367484903,4.79933300990885,6.6437922880133,9.19682235808907,7.03834356853285,6.3554232890366,6.00719765812161,5.99538066504439,8.79126985554931,8.1214938839274,6.49050269031953,7.08387418448121,6.60544930123962,8.25338200901575,2.41367168651039,9.42344028245459,8.45788030063093,8.51586797262996,11.3245704702399,8.54189952079361,7.70592771528342,6.65390259177028,9.74888795689217,3.9053947138756,9.35031053213402,8.82442660827307,9.46257996919699,8.83529780972029,7.98563623434247,9.50251953154688,13.5669969302305,9.16316973161572,9.06556776137885,10.2651171746839,9.83678282112384,10.2016277361728,8.39462503009641,11.978428932151,5.22581904208446,6.92288035626152,7.71365277309072,10.9141634762286,9.2006574223229,8.57853751236935,15.6486440918235,26.5267465982211,8.0786657352791,14.3420626107164,19.6899807968268,21.2523476739562,10.2774837598334,22.0882387790142,12.0791584756259,19.6739631263842,15.1302077162833,17.1825641801286,9.179252389747,10.7603885084398,12.2623368464561,12.3502664499133,17.6519139964557,17.4927818490772,13.1027654123353,19.0011527907244,5.99999873742084,5.90194032914364,7.88493644273549,7.53310494332732,7.97479845564574,7.85099113000403,7.25678208394123,0.0530486320139152,9.73057976386578,8.18182464890323,5.15718973001092,7.31973863919367,1.70179233996341,6.11644173521225,6.53108928081545,6.19873807501075,0.600256731768908,3.68726066111477,3.42785263348623,3.00348891402693,13.7711496060091,12.3366561890121,14.0121480497821,11.6162680542181,21.3279726752491,10.0068693499109,14.2346299016668,21.1803537545672,12.545821060259,5.55132351988502,20.3631313535211,11.0437343378772,3.19688011375028,2.82988179191458,12.0091282299435,10.7915607610156,7.89390698528066,9.27416914472141,7.49937626607278,9.11650387972566
"15- ; 13-MeC29","Alkane",29,2928,0.45548257743158,0,0.305741904276277,0.5414981850079,0.412320161631735,0.344681691974649,1.00000530957074,0.466335810370548,0.571433025305614,1.03954270623388,0.386338831394346,0.175818398503465,0.344777798510599,0.350983329826669,0.281193400325655,0.119395855469655,0.275761185805975,0.153388395270225,0.174890630199028,0.124299527473305,1.08960063715823,1.3147325508297,2.80125279503583,11.3193012513377,10.5245490564896,0.655033850544043,0.468164221343316,1.32253280803891,0.610676421639993,0.829071124844837,0.210272037577893,0.185369534706581,0.14032477210075,0.23266557979586,0.21349446365509,0,0.371842692890641,0.39600048768492,0.30292184381228,0.176400699114059,3.28218516680364,1.00217323477836,4.25957242436771,1.44645042247098,0.779718177592144,0.28362185436855,0.385290502215147,3.60581629981922,0.667201212445414,0.511653457714775,0.0877642058362891,0.302867158287825,0.212269197904994,0.558077377568067,0,0.317973260247683,0.266041274221046,0.25483403364847,0.252983652063791,0.266876125420325,0,0,0,0.195653325908474,0,0.610462071860169,0,0.792305983570004,10.3216582166831,1.01808015711493,0.203005959335975,0.277299605416926,0.260554424822432,0.39398376962701,0.290044256433851,0.548605204634773,0.0478688703444101,0.281478288597844,0.182298635591749,0.506884515785109,13.604140017596,0.931121131356015,14.7136750180484,15.596179882474,0.700647950534689,0.100522320017229,0.0329466967838637,0,0.0699607710125351,0.0509633438935748,0.181416269415597,0.241579613406239,0,0.108421004271426,0.143972363999321,0.150242987539928,0.146054473260101,0.258010897904771,0.180445659475777,0.230614627185363,0.685352230619689,0.664695036255828,0.982756905178579,0.153378292024957,0.310295313653177,10.7620007415879,1.32508208918633,0.249311398319938,5.37362139119996,0.179034608684428,0.328948917117677,0.179397359857145,0.21252431017599,0.100735646422604,0.227893244500419,0.292891786425877,0.212503707090243,0.156512556116173,0.224147776800148,0.100548908650125
"13, 17-diMeC29","Dimethyl",29,2951,0.0383012574052044,0.355531817436649,0,0.0449417837023728,0.0287376208850618,0.0382793880674484,0.128700306225827,0.0517272777128403,0.0553310122999345,0.116261016251257,0,0,0,0,0,0,0,0,0,0,0.0863360676049486,0.100883855927105,0.158573760232758,0.692414101946631,0.642384925009591,0.0408816072953122,0.0291983291453263,0.0932020645743226,0.0466583852489801,0.0621238204499309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11, 17-diMeC29","Dimethyl",29,2958,0.0893054754113589,0.966765719754457,0.0421154913261605,0.105404598213472,0.0618715571524437,0.0787636083918481,0.236210863038733,0.105562360821852,0.116217793044586,0.221128822003478,0,0,0,0,0,0,0,0,0,0,0.177028242882665,0.247546908642269,0.394415816256486,1.42470278881938,1.32553380756321,0.0824856077862254,0.0584608434291555,0.211629590529222,0.0910189080087661,0.131162608258144,0,0,0,0.325332749567686,0.064191093137127,0,0.0618515703549852,0.0823083097331994,0.0511134131567904,0.108667926629406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-MeC29","Methyl",29,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442835037479663,0.0513098226603985,0.0570785042896806,0.0565556941027589,0,0.444176547700231,0.114251094747047,0.0866458784730458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C30:2","Alkadiene",30,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432635362200744,0.118972069069726,1.76830461554466,0.0490915498232678,0.245051678901511,0.258245517294236,1.42228470250705,0.275702451005247,1.28563791076851,0.401295547739218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-MeC29","Methyl",29,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609773166146271,0.165863370220603,0.119632550583769,0.158586429117951,0.1572057743249,0,0.530848784878469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10-; 9-; 8-; 7-C30:1","Alkene",30,2976,0.226749635864867,0.109232304052129,0.195224162609534,0.527226736640045,0.256822014793781,0.27836587983284,0.720226131087707,0.294759832089731,0.55723816803742,0.744998087317612,0,0,0,0,0,0,0,0,0,0,0.239858274321612,0.20445641510929,0.231032062745622,0.394870622464796,0.402514626203794,0.174712106183937,0.179636623771028,0.201311506405073,0.201099377284911,0.230955474335631,0.0371299011482496,0.0763265720613025,0.0618181165015288,0.319619859688059,0.124871199046076,0,0.255431317883088,0.204809805778861,0.180017609281685,0,0.105484454146941,0.121325368131454,0,0.123439675954053,0.213825063092738,0.022825466941988,0.104316527209121,0.135762077092153,0.164790110157737,0.192104197324101,0,0,0,0,0,0,0,0,0,0,0,0,0.254439098810146,0,0.0779535891651724,0.306971532835657,0.186045212439493,0.340538125259281,0.201807140993418,0.0889381909682908,0.11495998226097,1.61218602504821,0.180277042345747,1.39870856730324,0.178749237100752,0.203213219482673,0.432441987591597,0.228621423393913,0.386764135194567,0.251289885537228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-,17-;  5,15-diMeC29","Dimethyl",29,2980,0.0355349467506074,0.322045497073308,0,0,0,0,0.160551089241681,0.060075974537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C30:1","Alkene",30,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872850610323071,0.0876936797004166,0.0801089938819125,0,0,0.0762380058784608,0.0816165369403463,0.081161152647418,0.101695708548783,0.119769473233551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311728950543351,0.190598253982332,0.461624419044397,0.157232987636671,0.859465471629675,0.223096741590213,0.386366551655773,0.160839264985278,0.435707030422956,0.437069390905801,0.0404905133148535,0,0.0509461344352611,0,0.0618477629877824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C30","Alkane",30,3000,0.227838230052568,0.304927199336442,0.481395916819348,0.364954390131521,0.199041242974609,0.231063780430092,0.344831969729253,0.202696595221126,0.326717156299358,0.368106027590056,0.204166451295302,0.238455532890613,0.393393279373874,0.278040525227725,0.327043043608509,0.334868369103946,0.374490419727638,0.212685682546572,0.171175027017459,0.369525884278253,0.302097110722564,0.288209104024497,0.204425917601084,0.234979791316931,0.247573937113699,0.228096420599791,0.224409635575068,0.211402707717663,0.26676145207714,0.262855407063527,0.0595486601569669,0.302766246523326,0.386459160934087,0.228386109010453,0.379841109141682,0.221660651762209,0.361450417887502,0.221959942101823,0.273555159987707,0.492161793499256,0.37762203367448,0.322422768077994,0.364939125379781,0.343204573483896,0.346320524074949,0.429322933777061,0.404833613671091,0.325406751589406,0.28317877622989,0.270665573357792,0.598262823466489,0.985509950608713,0.78254824405729,0.375101769693518,0.282902368201646,0.157999425731928,0.435666027231148,0.630560404632846,0.347820497283045,0.598566139384388,0.526728011276854,0.646847731333867,0.334552840758561,0.498915632234456,0.74883592403756,0.641609601224155,0.276309777547642,0.459095878430587,0.385728373904225,0.426182959732835,0.400466594024674,0.64945292989618,0.42768791356792,0.491616285886595,0.332957021362139,0.335267825677212,0.446906510630642,0.337784672425537,0.444589568744065,0.657578346986508,0.34036682701516,0.178046147621088,0.341874451603698,0.380502438833834,0.329385284752401,0.302193203486424,0.329921867633598,0.420910971076981,0.36615794864323,0.327456509391623,0.296579382118216,0.279850071728995,4.99430443704613,0.282589994035794,0.243095727416276,0.304520150754515,0.407779665657046,0.265432308721369,0.313355300307301,0.526375054496507,0.22425462139811,0.313658002798297,0.39045010931323,0.130095859421433,0.324907560071125,0,0.364220736663535,0.410963198181869,0.232238514987604,0.0771916877927812,0.28108301546998,0.206196276530662,0.0650534614771626,0,0.212734794112781,0.237677326008029,0.0648942796924326,0.0780284403397813,0.0529541837123138,0.103493073899331
"15-; 14-MeC30","Methyl",30,3030,0.0215778992513146,0.401081761719929,0,0,0.0133670524102861,0,0.0334186466863407,0.0257047216268905,0.0130858536720722,0.0669946076345433,0,0,0,0,0,0,0,0,0,0,0.0507977898140329,0.0879904634183726,0.149274028206292,0.584393330735092,0.524683104534611,0.0241147719360825,0,0.0598696097219395,0.0263464041950266,0.0340717806454852,0,0,0,0,0,0,0,0,0,0,0.160571783760004,0.0445762657018089,0.222207808302884,0.0575258188528902,0.0429528631669083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149159490837344,0.0242662696685853,0.552264345196463,0.0156152270748424,0.112481204653344,0.041804733682581,0.477335501911812,0.0747164339878844,0.504757420485105,0.0972664664843111,0,0,0,0,0,0,0,0,0,0,0.738411755440375,0,0.798170148443535,0.771440125021649,0.0325562305421129,0,0.0378885682367512,0.0222172378035269,0.023776683049224,0.0643838803123692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C31:2_1","Alkadiene",31,3051,0.243128994833985,0.169901647728695,0.0721902744704079,0.29031343930056,0.238775956871241,0.32861304813115,0.319764695927655,0.265068483632266,0.285582707060815,0.4589076758453,0,0.16363265502804,0.169423185251545,0.16974364261084,0.132015021882619,0.123030786632696,0.205444241544466,0.14795645179345,0.171061010003633,0.191720519048341,0,0,0,0,0,0,0,0,0,0,0.0245212507977188,0.0182895981580543,0.0268737439384653,0.095749670281811,0.0575245699329287,0,0.0643071388769817,0.143928647758967,0.0990548609948215,0.0543749206330877,0.386696912527397,0.316420226723462,0.369682427851792,0.282088919894358,0.469464079101992,0.140579761201684,0.634905823486209,0.281514997158172,0.453206325095577,0.958214952278671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154630170651116,0.0819692171655226,0.145999768869307,0,0.143932876832895,0.252336365690889,0.358835158086031,0.319096877002875,0,0.272679963555533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C31:2_2","Alkadiene",31,3057,0.543544780198762,0.515752560503437,0.2009879419475,0.896712135340563,0.531826921998584,0.824371158575737,1.22582291650141,0.694789067907705,1.11342338563658,2.05200243606766,0.334275336808305,0,0.386586532532462,0.318320811399328,0.378193355905218,0,0,0.233833637246911,0.3683830589959,0,0,0,0,0,0,0,0,0,0,0,0.0904608109973922,0.067214238623903,0.0645022286491279,0,0.148330981688443,0.103234902615436,0.362962281724326,0.367960789862063,0.311320657277342,0.157148700166851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66545485161164,1.4290097869744,0.593199955649281,1.01530416228281,3.4714027444365,2.97619350597309,0.339202470089815,2.11489882071604,0.382087656333733,5.82597776187228,0.531483554968114,0.603361131389741,0.741289879686808,0.583717670522847,0.732148733152631,0.849435377253695,0,1.50071978249197,0.670703771421122,1.42043947508938,0.132924275908919,0.354259258668205,0.165211535820167,0.124376045919307,0.293134298513344,0.121043289799852,0.197852650689265,0.173286610106941,0.165447116842766,0.327860669323343,0,0,0,0,0,0,0,0,0,0,0.0856943634407048,0.114015023618806,0.184786540762495,0,0.108582133035323,0,0.0920201858399971,0.123159292766019,0,0.0828155367221595,0.371429503325642,0.0786556137822578,0,0.024310319265048,0.14888681355315,0.0688564088673364,0.0850371221640602,0.126971964509219,0.0745307939907224,0.134889255233338
"4-MeC30","Methyl",30,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700094496254105,0,0,2.19020273058998,0,0,0.242989632987521,0.332904323057616,0,0.141279577414611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314375583176484,0.381706645027268,0.610862938252755,0.364663245625433,0.500987225570732,3.73921913183321,1.75312964569118,0.949216139493295,6.83471337511721,4.27971689938842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10-; 9-; 8-C31:1","Alkene",31,3075,8.53520683952983,9.939967946412,5.01773761580514,20.9934320040083,9.39508921388143,9.34412570825659,15.713661352381,11.890814348011,17.559251902924,15.0651588372824,3.37764796199877,2.37679826680331,4.97623437325223,2.7471249344469,7.71412797341941,2.34237771413263,5.86928562709153,5.22668877950128,5.99754068613859,5.19606888070365,11.128876241481,10.3978203846133,10.947189710197,2.40387733494261,4.44941431167285,12.7163593538491,13.5839624182586,12.0696403092866,13.275367845176,8.27196941309678,2.38891380723974,8.29426869856802,4.58603096048103,4.78073404000065,11.1084281647978,5.21132844376503,6.81816283828853,5.83887804200192,7.25316261842564,2.90453658880173,11.2495720645545,10.4597946294848,9.9161818847406,9.56788939778181,14.9319825396352,5.16295849559021,10.3428456838853,10.5515473657204,14.8769251799894,16.7226754277562,5.7937213449134,3.64871912156592,3.24439434257875,3.73875850204393,4.34630803313986,5.14261182691683,3.1414602752645,5.80582185761903,4.1903876315334,4.30801043389983,18.4131229054001,8.77448341368779,4.38769569622924,12.3775105202265,10.0689289555212,12.9270147236614,3.15195644199661,16.5563790825541,3.26950146118511,17.5938527136878,3.76910199655533,5.41175844240831,11.2307656828177,3.27423567078751,5.9809339729803,6.30470658842986,5.66696302230335,7.57161011957147,4.96424270598402,8.28145647868711,1.64249602409231,9.1969468287569,2.54452698879987,1.70304300716385,8.59235037222649,3.81768688131425,7.65025002349083,8.79224979880369,8.80787757425918,8.58827721476942,6.65785952298951,12.727672481397,17.1371153921804,5.13435844827679,5.93070987183909,8.68967708645259,16.0188655538575,6.97384170224298,6.32748439105581,3.91296825663794,16.2334528532827,15.5170397205687,11.5888810554276,2.92468285386155,12.6780943090959,5.4900186630433,10.0116886922012,11.4790801036981,12.1471245551763,3.91648117423748,11.5633730832151,4.98553279413485,3.34072891255477,2.13103210021163,6.48036776409892,4.80609741135601,3.96318169055894,6.10457836060324,5.12740688727506,4.66102976596145
"C31:1","Alkene",31,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37835684963866,0.835678985967557,0,0.442054446327488,0.387689072189855,0.93330012156405,1.4635344748274,1.38246105518256,1.10834945216135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
